index,example.X,example.D1,example.D2,example.D3,example.D4,example.D5,example.D6,example.D7,example.D8,example.D9,example.D10,example.D11,example.D12,example.D13,example.D14,example.D15,example.D16,example.D17,example.D18,example.D19,example.D20
27/11/2015,15.23464015,13.74572234,-28.19991391,5.796811913,-26.7238176,,-4.740821345,33.27339108,32.90646954,16.0170814,23.76961945,-4.243301474,6.240204388,-20.69060216,-45.96456727,8.14376572,1.510321225,,-12.04293606,-15.98885638,13.80608811
20/11/2015,16.02978092,13.44071994,-28.7299618,5.541296361,-28.44499998,,-3.315312596,32.35543316,34.0841103,14.96304312,22.99476965,-3.979745856,4.894835843,-21.73760309,-44.28976222,8.109935746,1.391982599,,-13.04844762,-15.8374638,13.86689827
13/11/2015,16.90137612,13.95196829,-29.11264871,4.468695587,-29.19618119,,-2.21845106,32.35749863,33.64116697,16.19431339,23.83964951,-5.25064589,4.120588988,-21.69774013,-43.3485229,6.945518518,0.91211591,,-13.5204384,-16.30360311,14.45807939
06/11/2015,16.45534719,14.79657343,-29.0941573,4.075442083,-28.00849441,,-2.269121421,33.1275006,33.25068617,17.64568003,22.74565034,-4.146719088,3.409296007,-23.69585224,-42.45680855,6.828171971,-0.314622217,,-14.47754765,-16.16482119,14.41475435
30/10/2015,15.61787124,14.83625653,-28.87589879,3.49294629,-28.55844675,8.172147634,-1.466657684,31.87842301,34.32448268,17.48064502,21.83351277,-4.13577606,2.643488383,-23.9686838,-41.2417914,5.384388031,0.329177812,,-14.27572994,-15.68204228,13.01191469
23/10/2015,16.05977375,14.08625488,-29.55305117,3.175229506,-27.15648493,,-1.908059104,33.06768786,33.20811204,18.42381901,22.65847033,-4.391397224,2.625909161,-25.16327224,-42.55461945,5.794450018,1.978954151,,-13.53908628,-16.13529481,13.4367995
16/10/2015,15.30703759,14.31439926,-29.87457066,2.682105951,-28.47727788,,0.125822321,32.84544641,33.73598408,19.35763211,22.5735517,-5.013241772,3.150238658,-24.90440094,-41.51021012,5.230956882,2.203048111,,-12.48350195,-16.43348331,12.42497798
09/10/2015,16.27642141,14.27429124,-29.52600881,2.083581601,-28.46423859,,1.039557087,31.83947477,32.7570487,19.22826731,19.39735954,-4.839561806,1.429177367,-24.36652744,-41.59432951,4.188740019,0.91561427,,-11.36950674,-18.76712722,11.88205667
02/10/2015,18.97929025,14.83299457,-27.53994959,1.685260092,-28.02590607,9.204210896,0.586522656,33.5449363,33.25244016,19.60481173,18.47597601,-5.830411807,1.690767158,-24.99927336,-39.91642307,3.753581693,0.106673185,,-10.54468195,-19.27506853,10.56718646
25/09/2015,17.89734378,16.52670803,-27.93365834,1.316819381,-28.61849209,,1.903051609,33.58386469,33.26071228,20.53956655,18.70996399,-4.886209446,1.49254176,-27.12885367,-40.6478161,3.72251634,1.765996342,,-10.90673534,-18.81408169,12.03071959
18/09/2015,16.31378678,15.59012674,-28.56804714,0.386610995,-27.01376112,,2.468694225,33.23224612,33.45040473,19.81827014,20.7388936,-4.525700594,0.677883233,-26.36414877,-40.42966797,4.777071872,2.115659239,,-10.71317216,-19.46045966,12.64015318
11/09/2015,17.54683562,14.46592719,-27.01954998,0.576056533,-25.88289661,,4.162654013,33.8596796,33.05371021,20.16573406,19.99873086,-3.280416981,0.951503829,-25.52029464,-39.88611932,3.385583655,2.722848715,,-10.94150462,-19.19723712,12.62426786
04/09/2015,16.04637103,14.8197101,-27.07747468,0.445823626,-26.73666208,7.691141007,5.299246014,33.33275185,32.63687998,19.63216743,20.41848029,-3.380662981,1.70146686,-25.48385172,-39.24218053,2.637563163,2.179886207,,-11.25271321,-18.60220258,13.24765462
28/08/2015,17.31883139,13.65955754,-27.09648666,0.711835903,-26.46172212,,5.1934821,32.43739688,32.36036974,20.09709769,21.54511986,-2.720209643,0.82852651,-23.94803618,-38.82330863,3.152448111,3.536189098,,-11.23286663,-18.1151106,12.3612599
21/08/2015,16.42442186,14.18247012,-25.99818808,1.084817881,-27.28258841,,6.611332436,31.32143725,30.92738775,18.95847233,21.26159704,-3.265280526,1.092035381,-22.55017502,-38.70126423,2.27233848,2.523510586,,-11.5229318,-17.40459545,13.50226475
14/08/2015,17.56547495,13.82868297,-25.75595912,2.377886198,-27.23058317,,6.871666716,30.72796073,30.27521982,19.38997374,21.55194521,-1.886125286,0.025522017,-22.84855282,-38.72434409,2.851440244,2.111626304,,-10.44984431,-18.27329785,14.50294358
07/08/2015,19.68647245,14.30514119,-25.93639413,1.950522327,-27.65882775,,6.739510737,29.14492349,30.66211378,20.11857862,23.78080823,-2.945209931,-0.993388379,-22.47258782,-40.16832231,4.225104958,1.221796454,,-10.31083349,-16.7341628,14.03941346
31/07/2015,19.27903511,15.62752716,-26.54322784,2.554029983,-27.11231339,4.065968664,6.780184926,29.06654129,30.67494869,21.52368398,24.70888272,-1.71793995,-1.762545773,-22.59061086,-40.68017164,3.737556557,1.602765109,,-11.11534862,-16.13184729,14.11208109
24/07/2015,18.78056114,15.95576989,-25.41216108,0.601610666,-27.30093939,,4.840517838,29.9131399,30.57308546,23.17447938,24.78527383,-3.315406895,-2.911261962,-21.64889429,-40.41539293,1.61729443,0.727503692,,-10.7478194,-16.01174992,13.17217233
17/07/2015,18.66781687,16.1876248,-25.3344098,-0.970095288,-26.70260825,,4.158819968,30.81753633,30.81272319,21.40181598,24.9821578,-2.255311345,-2.031199764,-21.58894501,-41.06168125,0.956377276,1.273459224,,-11.13008848,-16.04338564,12.05536967
10/07/2015,17.94124839,16.22970462,-25.76783451,-1.495072323,-25.37918314,,3.352990781,30.39814392,31.15228493,20.5957434,25.20941436,-2.677176297,-1.881479792,-20.31300501,-41.3832379,0.114341105,1.036046935,,-11.13794671,-15.20258246,10.89577392
03/07/2015,18.66808946,15.73910184,-25.57006166,-2.006999908,-24.6445816,1.244415505,4.080849031,31.52326764,29.86387885,22.4348151,25.55395234,-2.545971764,-1.360167036,-21.3536301,-39.73723402,-1.093535264,0.7242502,,-11.08543728,-16.29078695,12.37424003
26/06/2015,15.78310037,16.36778464,-24.26104968,-1.887843677,-24.58783029,,3.901167485,30.68166545,30.58878312,21.46458972,24.95308185,-1.820634994,-1.861913874,-21.90254066,-39.371825,-1.587873208,0.310188865,,-11.46638617,-15.83326977,11.96576641
19/06/2015,18.58350189,14.45418982,-24.86376276,-1.836792295,-24.70985553,,4.254442807,30.51758101,30.30318667,20.49258537,25.40231722,-1.0851916,-1.991567667,-21.59206235,-39.62449132,-2.047663943,0.030593157,,-13.00166115,-14.70079509,11.66410849
12/06/2015,18.77681637,16.11373689,-23.96811216,-2.056513309,-23.26405397,,4.161860792,29.71079148,28.92564891,20.18592323,25.53823668,-1.228495807,-2.7691371,-20.87956232,-40.39849071,-3.174167785,-0.308879386,,-12.56603376,-15.04157336,13.02534662
05/06/2015,17.05630774,16.26289546,-23.09071077,-1.351866694,-24.51078652,-0.238854303,4.288408497,29.77759277,29.4376929,19.44609413,26.08702167,-0.637869048,-2.815066618,-20.209662,-39.90187557,-4.88783073,0.669899905,,-10.14227329,-14.5280544,13.30494557
29/05/2015,17.2518715,14.85683968,-22.52618609,-0.73331456,-24.45473151,,3.840216713,29.11598721,28.82337698,19.8665918,27.58167822,-1.424030692,-2.08401822,-22.02048688,-38.81108055,-4.927364503,2.644144916,,-8.783874712,-14.63290015,12.17312251
22/05/2015,19.37073352,14.45086724,-21.94374057,-0.091430324,-24.60772349,,5.417841472,28.88125932,29.78407581,20.01548589,27.56417411,-1.375183129,-3.221010623,-21.09885496,-37.98312187,-4.767229265,3.427710205,,-9.359523368,-14.03650169,10.58988465
15/05/2015,20.68249427,15.54623906,-21.73434615,0.221636444,-25.60180252,,4.809640576,28.43898746,30.51005148,19.61895108,29.46244664,-0.859397182,-3.984225882,-20.27943873,-38.22832066,-4.221083791,4.605947183,,-9.946988307,-14.45734473,11.91760643
08/05/2015,19.17862248,15.8975045,-23.32094978,-1.252409162,-25.8257793,,6.076191879,27.69011644,29.03939468,20.23776153,28.33918293,-1.082523575,-4.149625572,-20.38248053,-37.47706735,-4.171479087,4.854246185,,-9.307438352,-15.1629087,12.30899243
01/05/2015,21.98784561,14.96102753,-22.48437804,-0.332805453,-25.70076092,-5.48263027,6.110689367,28.15661609,28.0348049,21.31424681,26.89912079,-1.740134717,-4.997746648,-21.63174496,-37.49993203,-4.475446044,5.425845213,,-8.249209898,-15.39487313,10.84164013
24/04/2015,22.32139142,15.44381975,-22.34437418,0.19970403,-26.30691435,,5.852380472,27.45226323,26.742489,18.73456977,27.43031124,-2.803155024,-5.54220598,-21.8998182,-37.0536117,-3.97952547,7.988763359,,-8.966216676,-15.3765579,10.96964684
17/04/2015,24.72183161,15.76281105,-21.58250179,-0.393149666,-25.95675308,,5.195249238,26.86344748,27.13138253,18.53340251,26.9602954,-3.357890619,-7.54829759,-22.1918948,-37.19430448,-2.974274819,7.753802808,,-9.713335616,-15.03998964,10.31869862
10/04/2015,24.73086348,16.76026783,-22.15131262,-0.418665426,-24.135656,,6.78731129,27.57018634,27.34241904,16.33601983,26.56581633,-3.185646601,-6.682768319,-22.80242231,-37.68253472,-1.926321218,7.292868425,,-9.121239687,-14.88329836,11.35552225
03/04/2015,24.63085617,17.14410529,-23.56793562,-0.901763852,-24.40908998,-4.313692109,6.646678278,28.46809762,26.69258533,15.45165279,27.1500673,-4.000548376,-7.872350712,-22.25061637,-38.14587201,-3.561124774,6.269947751,,-9.055193151,-13.50559921,10.88027905
27/03/2015,25.23317815,16.92307992,-22.78078552,-0.109865423,-23.57489616,,6.858262093,27.19415555,26.33314495,12.88463205,28.5916554,-2.716549275,-10.2301414,-20.78812189,-39.21841587,-5.11124646,6.876067537,,-5.556583446,-11.79447113,11.82745943
20/03/2015,23.27247142,17.47929496,-23.16125917,-0.186425218,-22.98408843,,7.054881109,26.50447325,27.13551536,13.22142088,28.4583625,-1.718945006,-10.62921282,-18.32788286,-38.96233196,-4.601519245,6.305088873,,-5.062561764,-10.23225578,11.4439855
13/03/2015,23.65881574,16.28647383,-23.62524086,-0.360053896,-22.71747517,,7.192537172,25.45811661,27.50983079,12.84911702,28.42633657,-1.850397104,-9.917500317,-17.96397355,-39.98022602,-4.755745758,6.381117857,,-4.449679388,-11.97149834,11.19032443
06/03/2015,20.21413387,15.9337113,-21.83367165,0.301095455,-23.09196553,-1.399780738,7.623092707,25.71180628,28.40078758,12.2575888,28.42469738,-3.047885661,-10.88501659,-16.20403484,-41.43966928,-3.524320391,6.97185248,,-5.595710251,-11.40096385,11.39650051
27/02/2015,16.07220981,14.65401515,-20.96390826,-0.643936342,-22.94952238,,5.31882423,27.45633241,27.35896544,11.65164936,27.2651455,-4.676642982,-10.89119792,-15.45510942,-40.57909433,-3.177204267,6.454721927,,-6.467721132,-11.56858398,10.14990066
20/02/2015,17.80673409,12.0027219,-21.01917819,-1.292130435,-21.79631068,,6.213616639,29.34705618,27.04707072,12.27200479,27.5916983,-4.043268376,-14.41636654,-16.44386691,-39.05685727,-3.234099647,5.17890257,,-7.186432566,-10.29465132,8.932125366
13/02/2015,19.02177829,13.92107708,-22.47874954,-3.208715297,-20.28493889,,4.798264493,30.75134934,25.82540675,12.87563825,28.67953614,-4.127396081,-13.56506498,-16.52403942,-39.67936924,-3.482477812,4.319045102,,-4.737545566,-9.959843683,9.124122586
06/02/2015,22.09342472,14.08624443,-23.25401278,-3.616530502,-19.95565797,,5.792280237,30.65813828,25.56409023,12.38133127,30.19670285,-4.051500269,-12.62374561,-16.27359832,-39.04431294,-3.995734315,5.138217667,,-2.945620941,-10.61694203,8.497827372
30/01/2015,24.42290962,14.13046126,-22.41036332,-3.75236419,-18.7569285,0.065293098,6.992105566,30.28887313,24.63918261,13.2955351,31.29201921,-6.472086966,-11.43808318,-17.53141551,-38.44684383,-3.47244267,6.86552632,,-1.873854273,-9.63353236,8.715863954
23/01/2015,24.1095687,14.44692578,-21.88120916,-3.141352768,-17.82683986,,4.85105594,29.03124816,26.20323647,12.68747232,32.91448534,-8.809706562,-12.98778341,-16.63722929,-39.42620505,-1.819786377,7.847738563,,-2.300880095,-8.960401791,10.82793998
16/01/2015,26.09781895,13.0468824,-22.32426281,-3.995305026,-19.16763603,,5.313965032,29.64027087,25.22792951,13.41606106,32.67139824,-8.660448546,-13.36522694,-16.74200867,-37.88176423,-1.31756671,9.55297419,,-2.670775726,-9.509007582,12.76756317
09/01/2015,25.12130596,13.91621301,-22.0080388,-3.947848139,-18.66607617,,4.655494818,29.40722902,25.13929335,12.28871828,33.76594287,-8.664941616,-14.60448449,-16.70580336,-36.68675773,-2.844799445,10.47933207,,-1.492774825,-9.203953337,12.78290293
02/01/2015,32.11226932,13.84148444,-23.72056361,-5.030031109,-18.09993926,,4.346196113,29.98381254,24.32576082,12.15809437,34.75911088,-8.616602248,-16.20785663,-15.98711289,-34.65562059,-2.98049356,9.564419021,,-2.857941991,-8.842803474,13.46114653
26/12/2014,32.47043412,16.08699953,-24.05934068,-3.736577174,-19.37656881,5.798842773,6.006481221,29.33455024,24.52922034,12.94410116,34.78994708,-8.799960849,-16.74541517,-13.9695251,-35.87129267,-3.331844253,12.12979834,,-2.727644005,-9.078679846,15.4670877
19/12/2014,32.52849827,16.94695587,-24.49526236,-4.077916956,-17.32440725,,6.080128813,29.34294224,24.26802711,14.22571715,36.78666242,-7.644942364,-16.51689012,-13.40101223,-35.49944244,-4.492916508,11.91234171,,-3.128601831,-9.659571218,14.80482835
12/12/2014,33.52685839,15.97878702,-24.58785751,-4.014773232,-16.23721689,,6.980387264,28.0865904,22.23352458,14.81625139,37.63165152,-8.430454043,-17.88351108,-13.57228799,-34.61539145,-4.830019842,12.18678552,,-3.45541078,-9.90311366,14.68125026
05/12/2014,32.30004765,16.18557662,-25.49892176,-4.551993978,-15.57650717,,6.896617327,29.14395078,23.22971215,14.29214882,38.16391896,-9.769900227,-19.04295296,-12.41144302,-33.79591392,-6.822938796,11.89091959,,-2.253368315,-9.748369586,13.96473633
28/11/2014,33.84504591,16.73969007,-24.39123288,-4.422878394,-16.83339478,8.388935224,5.003235347,29.83555311,23.66317907,14.09325923,39.34444479,-10.24795932,-19.84392321,-11.51145627,-34.66464245,-6.151148301,10.48794106,,-1.876258153,-9.313305904,11.87061961
21/11/2014,32.65554549,17.9621798,-25.96836396,-5.194465857,-14.89230516,,6.065193444,30.92145347,23.72565336,15.4818576,40.14968813,-9.702794127,-19.73461207,-10.82146308,-35.09716178,-6.375270276,9.548878311,,-2.862275942,-10.03642128,10.4293189
14/11/2014,33.90472262,17.54028103,-25.67078478,-4.726466319,-16.3409698,,5.037390585,30.64593115,22.49286615,13.93296986,37.23300838,-9.463474978,-19.69828345,-12.36344248,-34.69322765,-7.624332688,10.48557106,,-1.344701419,-7.940721367,10.06195312
07/11/2014,28.27509176,17.98924063,-25.94643098,-3.634845278,-14.91132283,,4.672794694,27.77820838,21.9855454,12.91122516,36.97382122,-11.07770077,-20.87125599,-12.13919528,-33.13241193,-8.001184518,9.557773846,,-1.089621075,-8.154766138,10.11031132
31/10/2014,27.24759893,16.58933303,-26.99702266,-3.103801607,-15.28242429,,2.667260825,27.2342135,22.41468007,11.4018852,36.12779453,-9.110943276,-19.0945779,-12.45328808,-34.56109499,-8.836260253,9.071705923,,-1.708660093,-8.317028029,11.55663959
24/10/2014,29.62252207,16.4651374,-28.67516393,-2.240718506,-15.21498638,8.172147634,4.354664601,27.29187962,22.38641723,11.27204955,36.18874714,-7.654106385,-19.21672086,-13.72068953,-34.46951995,-8.080643558,8.855335775,,-2.078535426,-9.090963104,12.77145535
17/10/2014,36.19281632,17.70496213,-29.07719355,-2.701442259,-14.10252971,,3.725437089,27.95160566,25.04356143,9.907592759,36.94955037,-7.356448188,-18.37505843,-14.90497716,-32.95109061,-9.881121665,9.418571108,,-1.838562057,-11.23086157,14.28772292
10/10/2014,36.42849555,19.87641978,-29.14348482,-3.678029588,-14.58688719,,2.713503005,26.84305287,24.50919027,8.996804943,37.01212445,-8.2627148,-19.10927456,-14.76740382,-32.41320574,-10.94253588,11.53360773,,-1.061438602,-11.84784535,15.0423066
03/10/2014,35.4215787,19.26555371,-31.49612766,-5.146750509,-13.95219404,,2.444882082,27.16645253,25.27442226,7.946754409,35.3589958,-8.51960906,-18.83034959,-15.09496546,-32.42515725,-10.58620402,12.56555107,,-0.629591562,-13.91854612,16.28533036
26/09/2014,37.92799227,18.32788929,-28.94172733,-5.295342563,-13.37909839,9.204210896,2.347574971,26.4698389,27.55348,7.919239664,37.17392191,-7.837076895,-18.56957466,-15.29902898,-33.36198374,-12.2361385,13.55446777,,-2.324473208,-15.59538518,17.97964759
19/09/2014,39.22847672,19.31015347,-28.11184312,-6.077779302,-13.58428684,,2.842526454,26.74830564,26.61418992,9.664375674,37.5379811,-7.26987458,-18.59272125,-13.725464,-32.18184349,-10.68800398,14.12909615,,-2.669675675,-16.52566446,17.55014543
12/09/2014,42.63524644,19.50666046,-27.79066044,-5.119631707,-14.55981832,,3.502275851,26.03598215,27.47604275,11.8450586,39.4944236,-5.485445664,-19.54905232,-13.80184827,-31.91363627,-10.68599763,15.31133929,,-2.973329899,-17.43611363,16.75173407
05/09/2014,44.84679652,20.03263613,-27.82099144,-6.43209372,-13.5397319,,3.694750116,26.31843271,26.22496681,12.03585956,39.11785414,-7.633857774,-19.57936772,-13.90742238,-31.32692489,-9.465580395,15.61432745,,-0.732070383,-15.51619152,18.81117795
29/08/2014,46.91460643,19.48666833,-28.59666023,-7.058104003,-15.54149179,7.691141007,2.308621417,25.92760688,27.06289203,12.06565291,38.27935521,-8.696610881,-19.91850761,-14.91101198,-30.43483807,-8.880707039,17.42288755,,-0.420863151,-15.44670946,18.97115491
22/08/2014,43.43031619,19.87785239,-27.65631352,-5.552285447,-14.66585952,,3.308323482,24.66843699,26.54229201,11.28128348,39.39014356,-7.701208232,-19.99166647,-15.81555101,-30.4391009,-8.620879121,18.24675371,,0.049230245,-14.71104538,18.63959319
15/08/2014,46.73389641,19.15576215,-26.86068067,-4.225795525,-15.64143054,,2.957485645,23.98632485,28.08547965,13.03310134,39.08404353,-8.634048274,-21.70359373,-14.89361263,-30.23712724,-8.601530597,16.75283243,,-0.604519121,-14.09377764,18.88792435
08/08/2014,44.68211887,19.73020906,-27.71445698,-3.710234152,-14.61360144,,4.276977008,24.39129209,27.68622702,13.19365614,40.23752462,-8.122817181,-21.50984988,-13.28099636,-31.06348575,-8.383359277,17.79460554,,-0.794741458,-12.35626142,19.19590046
01/08/2014,39.78638025,19.53014417,-29.10934443,-4.329447603,-14.92474006,,3.730032813,25.88135194,27.38303483,14.63768296,39.75525316,-9.04320365,-18.94308487,-14.65677865,-29.36861624,-9.441072132,16.54040175,,-1.651412975,-12.81504176,20.00817422
25/07/2014,39.24206235,18.90548967,-28.72354271,-4.440062242,-14.65971053,4.065968664,4.883739842,25.38202092,29.17222205,13.37947289,38.34122092,-7.720715233,-17.99329468,-16.90805862,-29.52996156,-10.93068923,14.50463872,,-1.187108359,-12.1286966,21.48547438
18/07/2014,37.3429547,19.0637455,-27.8099296,-5.031622857,-16.15577731,,4.250763742,24.85923096,28.17179058,11.87953957,38.26145782,-8.335917308,-18.01745922,-18.73599038,-30.00542416,-12.69006973,14.05347388,,0.062553358,-10.68278856,21.78101966
11/07/2014,36.75117792,18.35041635,-28.19371504,-3.735261096,-14.32748636,,2.783350457,24.18236711,28.96609249,12.92514723,36.48521082,-8.727065578,-18.7624311,-18.35986922,-28.9982315,-11.12066105,13.86544679,,-0.429061791,-10.25563989,19.71087339
04/07/2014,39.75796988,18.98357098,-29.17653848,-3.271859138,-13.61728907,,0.163064269,25.30341602,29.95602388,10.77949324,35.95181694,-6.845000727,-15.94236369,-18.36821376,-28.92340306,-13.86497068,14.1789844,,-1.730700959,-10.47584738,20.10655132
27/06/2014,35.38747193,20.24069562,-30.20101271,-2.58616724,-15.98369036,1.244415505,0.468525281,24.05698276,28.97958256,11.98491808,34.05122879,-6.16859466,-14.68479172,-18.47062539,-30.07582101,-13.15714409,14.96388503,,-1.312342974,-9.859388314,19.39172975
20/06/2014,31.50731777,18.81007846,-30.85883748,-1.99735644,-15.65091807,,-0.899565287,22.88477214,29.08293965,11.55529461,33.4704256,-6.799190537,-14.28515333,-18.03442509,-30.39073011,-13.14211151,13.65147045,,-0.093405636,-10.09535667,18.75648881
13/06/2014,29.72758092,18.32236974,-32.48161468,-2.349508881,-14.79440852,,-2.281278344,22.85910633,29.9429985,11.89304453,33.35733153,-5.665521404,-12.72849844,-18.04103796,-29.72225854,-11.85211651,11.50194365,,-1.022832198,-11.43803633,18.99554032
06/06/2014,28.03527612,18.46007135,-31.610098,-2.856990342,-15.18610903,,-2.355737318,22.20386875,30.24306315,11.29172021,33.33799138,-4.41273118,-11.49664614,-18.90966799,-30.17253758,-10.70043547,10.06586219,,-0.185945462,-10.74582773,19.35548704
30/05/2014,27.1595259,17.90937497,-32.59104447,-4.380835724,-13.9833546,-0.238854303,-3.006396398,22.53154189,29.21020452,10.52143562,33.35018543,-4.242560781,-10.62861829,-18.26130979,-29.94626613,-9.515217271,8.98651952,,-0.869619135,-9.903753304,19.44608871
23/05/2014,27.47956209,16.72431587,-31.53294035,-2.861190886,-14.44796291,,-1.70569666,21.73312351,28.07273866,9.321867759,33.56886711,-5.287927663,-10.08900483,-18.61227023,-29.24103076,-7.751579648,9.811612783,,-0.672198788,-10.04319399,20.15976438
16/05/2014,27.94160527,16.49004447,-30.21500532,-3.939908665,-14.35553625,,-2.047129001,23.88881121,27.05376657,9.420746279,32.39474256,-5.805913801,-9.326225176,-17.10465796,-28.54445768,-8.522338935,10.49690538,,-0.509594169,-9.201672866,17.95400839
09/05/2014,26.98781618,16.92597675,-27.694147,-4.06835383,-14.4145571,,-2.132773694,22.23651845,25.4527477,8.563997793,30.9886111,-4.929943507,-11.93804113,-15.94147636,-27.26644296,-8.95700859,10.84077247,,2.191121556,-10.94535692,18.42135665
02/05/2014,26.3337089,16.67703663,-28.73869293,-3.564639909,-13.55881629,,-0.79669636,20.5722096,24.30971378,9.143333734,31.31778331,-3.822004744,-12.0142832,-15.94019746,-28.50094824,-7.965839069,10.71239011,,2.461504122,-10.56409015,19.45011943
25/04/2014,23.89053675,16.44809519,-27.38748859,-2.456942571,-15.1732685,-5.48263027,-0.322805596,21.18457294,23.43686977,9.223165618,32.23931666,-2.814549563,-9.977567534,-15.37017399,-27.8426736,-7.674024153,10.80822497,,3.339003861,-10.80380294,20.78264568
18/04/2014,24.97946096,14.72130555,-28.0844711,-2.085957995,-14.50867326,,0.023777872,20.92917753,24.05624108,9.640555007,32.40753486,-2.162892163,-7.517718682,-15.44433507,-29.28624039,-7.12189003,11.40596851,,2.763866732,-11.91015378,19.23187445
11/04/2014,24.33438129,15.92007906,-27.94352345,-2.311148576,-15.22440249,,-0.827904884,21.48456691,26.39724148,9.582686888,31.96328034,-0.849199865,-8.120758897,-16.58311717,-29.41653079,-7.985492204,11.00696625,,1.807222905,-12.05899582,17.50434454
04/04/2014,25.36653259,15.90597647,-29.24714324,-2.657265301,-14.10193696,,-0.657039585,21.56619886,26.87852795,9.773326397,29.60130534,0.730435116,-9.307730057,-14.76276813,-30.16883191,-7.266048638,10.61722128,,2.044741603,-12.19269424,16.13449774
28/03/2014,23.64575624,17.08429361,-31.09248895,-3.023866085,-13.91436703,-4.313692109,-1.963507721,22.0536493,27.34430644,8.109915269,27.5671129,0.45232482,-9.826363854,-13.43840282,-28.53859955,-7.528889116,9.69481952,,2.852672669,-12.27840574,16.51561981
21/03/2014,20.77973437,15.70350563,-31.90657955,-3.216269873,-12.12692612,,-2.955913546,22.40201729,26.246689,8.934427765,28.02235748,0.823153152,-8.559517912,-13.40849555,-29.89821571,-7.292220985,9.897479823,,4.882809658,-12.03183134,17.70618338
14/03/2014,23.68278796,14.51451523,-32.02307276,-4.241933465,-10.76985757,,-2.587789087,22.51364828,25.95201392,9.28237742,29.8708203,1.145120966,-8.103435091,-13.2271344,-29.51419159,-7.920865502,8.403634893,,4.678447917,-12.32738323,18.71175857
07/03/2014,22.95697396,16.40516052,-31.79044841,-5.321623605,-10.42227699,,-2.53911677,23.29281079,24.65599368,7.77820526,32.8588835,1.267250941,-9.138684102,-13.69031521,-29.02790893,-7.776198199,8.172383937,,4.990998403,-12.04010035,17.16057124
28/02/2014,21.94520974,16.52523523,-31.52676883,-5.504277516,-10.58177505,-1.399780738,-1.770092247,23.14317995,25.73012272,8.282973006,32.27995576,1.845725641,-9.427660301,-13.94024716,-28.68343412,-6.822971801,7.154804825,,5.760333467,-11.22565814,16.91222536
21/02/2014,22.37622115,15.69928388,-30.50959503,-5.64999807,-10.46225869,,-4.205477219,23.16577202,25.26657371,8.436257451,32.75872661,0.34631765,-8.904401966,-14.88926735,-28.51970271,-5.153135914,6.25364745,,6.497517953,-12.66576112,17.7476221
14/02/2014,24.40602996,15.96925278,-30.13514803,-5.095650478,-11.16160078,,-3.359089956,25.11131098,25.57640223,8.337623825,32.04829293,-1.470973006,-10.50857858,-14.88003427,-30.44773975,-5.682635022,6.419270324,,5.456459103,-11.80459784,18.17882929
07/02/2014,27.00442425,17.45879909,-30.46445568,-5.799013054,-10.77254467,,-2.150638382,25.6749306,25.88240043,8.175613246,32.27367585,0.056079587,-9.426972464,-14.32552644,-28.58768229,-4.899028918,6.492290715,,5.83753336,-11.87686967,19.52757551
31/01/2014,27.98217698,18.45861694,-30.04839836,-6.037502091,-9.307271101,,-3.167328552,24.55051323,25.92462484,7.043652692,32.4140486,0.90477366,-9.055688707,-12.91588715,-27.79587521,-4.939798087,7.114627578,,5.391150534,-12.78476032,20.32806669
24/01/2014,23.05840732,18.88899185,-31.01727283,-5.980294155,-9.125314555,0.065293098,-5.003283861,23.93316752,26.48934564,5.5715682,33.46079486,0.43846163,-10.20359475,-10.88039565,-29.51522805,-6.038231417,6.608854594,,6.491422995,-12.18740793,19.87908834
17/01/2014,22.86509162,16.67277421,-32.7316235,-5.278136497,-8.734367038,,-4.244128396,22.88556569,27.79121586,6.715229617,34.87272716,-0.821372208,-10.94766343,-11.05813249,-30.0709242,-4.481269257,5.158653191,,5.43148293,-11.74496041,19.6728502
10/01/2014,20.73092668,16.34126821,-32.47432205,-6.34271545,-8.624823392,,-4.681682625,22.02785855,26.69876019,6.549090113,34.70318786,-1.152158441,-9.966195485,-13.6709203,-29.23291577,-3.698664187,4.959705739,,5.171886415,-11.57625581,20.59307229
03/01/2014,20.84533363,15.25832111,-34.91886115,-6.311456053,-8.814950498,,-3.474388455,23.02147233,26.5810987,5.439976541,34.26511204,-3.412361985,-10.2732502,-12.45365769,-29.17261692,-4.014420492,4.160454395,,5.40897223,-11.36033859,21.39649435
27/12/2013,19.25817804,15.26516348,-35.32321323,-5.423372529,-8.486724805,,-0.47278735,21.92125968,28.09195138,7.039928089,34.12575764,-5.336049165,-10.1092386,-12.84316212,-30.53323131,-2.867026865,2.972747249,,4.251331456,-13.39415142,22.64677891
20/12/2013,20.9878429,14.14085822,-34.15586052,-5.885423205,-8.035852697,5.798842773,1.373014485,22.32775577,28.84131658,8.24798546,33.15158597,-4.998206492,-10.38115871,-13.38960937,-29.61050183,-1.69532271,3.923859054,,4.566658149,-12.9907357,20.48234567
13/12/2013,23.3598987,14.5315389,-33.69194646,-6.873405549,-7.862219785,,0.665024287,22.37210143,29.02762929,6.34595239,32.45781001,-7.127338304,-10.33095648,-14.14981292,-29.11872122,-3.914206373,4.483236419,,4.386102352,-12.32917011,20.47397465
06/12/2013,18.09969135,15.81542073,-33.71074207,-7.567615258,-6.917371005,,2.656245231,24.06102476,29.43338729,8.404372289,31.94132934,-6.979607319,-10.13066847,-13.10153302,-29.52580602,-4.409302949,4.643855793,,3.897225919,-12.20559431,20.27207252
